time,Ia,Ib,Ic,Vab,Vbc,Vca,Torque,Speed,Category
0.7605,62.89922529,-11.49644839,-51.40277689,586.8003103,570.7792751,597.018134,-22.9824839,1728.355329,NOM
0.761,55.03630512,6.554814342,-61.59111947,586.7977138,570.7815958,597.0175193,84.88407014,1728.270598,NOM
0.7615,25.73088754,29.9853612,-55.71624874,586.7945426,570.7837554,597.0156107,169.6518501,1729.792959,NOM
0.762,-24.69728834,62.19001425,-37.49272591,586.7910447,581.8788725,586.7871602,197.0119679,1732.414523,NOM
0.7625,-24.28780704,64.9289446,-40.64113756,586.7872097,581.8793114,586.7841873,186.0986385,1735.22472,NOM
0.763,23.07728577,32.76300524,-55.840291,586.7827725,581.8790924,586.7817683,201.3750123,1737.56193,NOM
0.7635,48.14748401,20.9521191,-69.0996031,586.7789706,581.8791205,586.7783592,252.9898657,1739.852994,NOM
0.764,54.06712617,30.63861802,-84.70574419,586.7761539,581.8789352,586.7739931,304.0301493,1742.916417,NOM
0.7645,44.38793485,62.17527548,-106.5632103,586.7743687,581.8780843,586.7690496,319.0495712,1746.805885,NOM
0.765,52.72700441,44.19333385,-96.92033826,581.0147824,586.7754619,586.7639658,281.7794241,1750.871087,NOM
0.7655,69.70517374,-18.87675023,-50.82842351,581.0151898,586.7713628,586.7593685,257.7804753,1754.276305,NOM
0.766,81.67569344,-57.41473796,-24.26095548,581.0157929,586.7649208,586.7558771,292.5733348,1757.082879,NOM
0.7665,93.2469227,-74.27401631,-18.9729064,581.0154555,586.7570861,586.7533511,348.9179048,1760.383902,NOM
0.767,108.7035507,-72.83101275,-35.87253795,581.0137163,586.7483947,586.7518204,389.4318269,1764.708295,NOM
0.7675,131.931817,-56.84615681,-75.08566014,581.0102151,586.7393868,586.7513689,379.1370177,1769.644789,NOM
0.768,125.0866968,-60.06863704,-65.01805975,586.7649531,586.7307111,581.8539423,320.8070159,1774.363767,NOM
0.7685,83.03988637,-73.15561783,-9.884268539,586.7565192,586.7230786,581.8546609,281.4632383,1778.083101,NOM
0.769,61.80087123,-82.89213743,21.0912662,586.7453754,586.7171241,581.8549095,289.3065384,1781.046017,NOM
0.7695,62.9100543,-93.99664875,31.08659445,586.7328638,586.7126563,581.8536954,307.3159172,1784.215803,NOM
0.77,87.01043707,-110.8089601,23.79852304,586.719711,586.7097723,581.8506227,299.0674721,1787.882112,NOM
0.7705,62.94157397,-95.85901443,32.91744046,586.7067436,580.9492717,586.7443692,237.5102655,1791.510533,NOM
0.771,-4.676105476,-44.37123102,49.04733649,586.6948918,580.9493003,586.736102,189.2424332,1794.247348,NOM
0.7715,-46.38651981,-12.95411487,59.34063468,586.6850018,580.949768,586.7250489,210.6410481,1796.089771,NOM
0.772,-65.14934859,-3.600762679,68.75011127,586.6770772,580.9495102,586.7124165,263.2602812,1798.266897,NOM
0.7725,-64.5158884,-17.36734694,81.88323534,586.671103,580.9480963,586.6990549,307.9601853,1801.487864,NOM
0.773,-48.46169074,-54.44326999,102.9049607,586.6672475,580.9452496,586.6856597,307.7369575,1805.428638,NOM
0.7735,-50.84371822,-43.25432437,94.09804259,581.7670201,586.7010114,586.673016,259.5844259,1809.31936,NOM
0.774,-62.31219477,11.9521069,50.36008787,581.7664524,586.6942524,586.6618805,230.419394,1812.367072,NOM
0.7745,-70.31931369,42.1978739,28.12143979,581.7665155,586.6854289,586.6529193,252.3559929,1814.780513,NOM
0.775,-79.82118943,50.81951125,29.00167818,581.7663247,586.6759022,586.6458319,286.4757391,1817.569072,NOM
0.7755,-95.36755567,41.70239517,53.6651605,581.7656115,586.6662229,586.6407576,294.4727297,1821.069828,NOM
0.776,-79.56647419,48.62255227,30.94392193,586.6632893,586.6570216,580.8780814,248.1304669,1824.738653,NOM
0.7765,-27.63137802,62.15983115,-34.52845313,586.6604417,586.6489295,580.8768386,213.795723,1827.698289,NOM
0.777,3.471146851,70.07001644,-73.54116329,586.6561957,586.6425632,580.8767229,246.9630364,1829.923688,NOM
0.7775,11.69907221,77.51813929,-89.21721149,586.651638,586.6376228,580.8768222,307.6398436,1832.616605,NOM
0.778,-4.003115332,89.30647397,-85.30335864,586.6472809,586.6338091,580.8769816,355.3625855,1836.436609,NOM
0.7785,-43.77323914,109.7698006,-65.99656141,586.6432959,586.631315,580.8771674,352.1678993,1840.990335,NOM
0.779,-35.9566634,101.2224944,-65.26583099,586.6399456,581.7315795,586.6377275,300.6170775,1845.428473,NOM
0.7795,15.26284893,58.48775046,-73.75059939,586.6374464,581.7311272,586.6373238,268.1139925,1848.947247,NOM
0.78,41.25748705,38.29734642,-79.55483347,586.6360239,581.7311885,586.6363202,280.7255906,1851.789344,NOM
0.7805,45.62437172,42.22580912,-87.85018084,586.6350059,581.7313,586.6357562,298.8382169,1854.895599,NOM
0.781,32.53730182,70.82517981,-103.3624816,586.6343433,581.7316024,586.6356856,283.8902662,1858.48724,NOM
0.7815,6.582586533,123.6931596,-130.2757461,596.8552561,570.6357032,586.6361593,201.2985939,1861.933184,NOM
0.782,1.98684675,128.5972732,-130.58412,596.8537288,570.6388385,586.6367408,89.83928691,1864.195845,NOM
0.7825,9.499819834,89.13599187,-98.6358117,596.8524378,570.6451274,586.6366254,18.72208939,1864.72428,NOM
0.783,17.57997595,73.21212889,-90.79210484,596.8526322,570.6525691,586.6368519,-17.42344042,1864.231527,NOM
0.7835,31.30128235,76.66444484,-107.9657272,596.8544763,570.6612585,586.6368097,-56.80601198,1863.54813,NOM
0.784,55.13278605,94.86322904,-149.9960151,596.8581572,570.6706055,586.6367944,-135.3615481,1862.603393,NOM
0.7845,51.2885086,93.53960077,-144.8281094,602.201615,570.6802127,581.7385385,-234.2641681,1860.701676,NOM
0.785,14.32710709,81.88372203,-96.21082912,602.2085194,570.6896426,581.7385497,-285.5088503,1857.385656,NOM
0.7855,0.826114134,71.36699259,-72.19310672,602.2162941,570.6986055,581.7386556,-276.7604976,1853.336613,NOM
0.786,11.8960355,56.87343124,-68.76946673,602.2254864,570.7060457,581.7388003,-249.0428118,1849.676563,NOM
0.7865,47.5862007,33.89396484,-81.48016553,602.2355729,570.7117763,581.7394662,-242.0473242,1846.705537,NOM
0.787,107.0083936,-1.413318734,-105.5950749,602.2460281,581.8100051,570.6442792,-291.1214793,1843.931303,NOM
0.7875,117.4928553,-10.66003241,-106.8328229,602.2558937,581.8111031,570.6488344,-348.4778097,1840.44768,NOM
0.788,82.25453599,12.17760071,-94.4321367,602.2638976,581.8107556,570.6571467,-348.7365065,1835.944867,NOM
0.7885,69.07775271,11.33523284,-80.41298555,602.2707525,581.8107153,570.6669688,-310.1845748,1831.389669,NOM
0.789,73.79714577,-13.67061652,-60.12652925,602.2759217,581.8114687,570.6780561,-273.3484788,1827.635565,NOM
0.7895,91.92978813,-62.36467879,-29.56510934,602.2795893,581.8134577,570.6896662,-275.7822537,1824.552897,NOM
0.79,89.33307384,-62.48743385,-26.84564,596.9458285,586.7159468,570.7011804,-297.0472971,1821.431011,NOM
0.7905,75.2601207,-17.64473922,-57.61538148,596.9470583,586.7204082,570.7120324,-272.8840493,1817.820993,NOM
0.791,62.01516654,3.866391195,-65.88155774,596.9475172,586.7254285,570.7218828,-197.1631149,1814.387111,NOM
0.7915,44.88683759,5.824309092,-50.71114668,596.9472244,586.731542,570.7297388,-111.5881688,1812.128312,NOM
0.792,19.71387873,-7.614505763,-12.09937297,596.9467668,586.7382179,570.7356891,-55.88974246,1811.198761,NOM
0.7925,-17.08585183,-32.05657385,49.14242568,586.7220831,586.745107,581.8332921,-65.16788592,1810.992881,NOM
0.793,-27.06241065,-33.43430817,60.49671882,586.7242859,586.7512867,581.8342843,-94.19925094,1810.497927,NOM
0.7935,-4.274021189,-21.06705524,25.34107643,586.7295619,586.7556908,581.8338747,-78.47406768,1809.26864,NOM
0.794,-4.264199345,-7.611774098,11.87597344,586.7358892,586.759111,581.8338264,-34.39561324,1808.109202,NOM
0.7945,-27.65563264,11.43235417,16.22327847,586.7429736,586.761408,581.8345707,-0.924185613,1807.743075,NOM
0.795,-74.17279904,40.01711053,34.1556885,586.7503428,586.7627594,581.8364449,-14.11367614,1807.945714,NOM
0.7955,-71.77604537,40.10096756,31.67507781,586.7575665,581.0039711,586.7388034,-56.13666556,1807.927593,NOM
0.796,-24.27000899,6.191040978,18.07896802,586.7643029,581.0043874,586.742562,-61.55837479,1807.129365,NOM
0.7965,-0.23850318,-5.715334749,5.953837928,586.7704284,581.004704,586.7464351,-19.42910161,1806.094357,NOM
0.797,3.920636036,5.497502647,-9.418138683,586.7751312,581.0046972,586.7509691,30.68993195,1805.780718,NOM
0.7975,-7.760758266,40.01978159,-32.25902332,586.7785926,581.0047485,586.7557043,50.79085585,1806.349141,NOM
0.798,-30.96379784,97.2102986,-66.24650076,586.7805874,581.0051368,586.7604056,7.067422852,1807.205161,NOM
0.7985,-31.63680176,104.6935853,-73.05678352,581.884233,586.7665381,586.7646921,-57.73334591,1807.360079,NOM
0.799,-19.06930572,65.9523554,-46.88304967,581.8849646,586.766997,586.7684336,-77.63494063,1806.360562,NOM
0.7995,-5.92626112,49.28177317,-43.35551205,581.885159,586.7666666,586.7717474,-64.16944554,1804.997729,NOM
0.8,12.35572061,50.84814796,-63.20386858,581.8846541,586.7663476,586.7740803,-55.2888018,1804.063653,NOM
0.8005,39.79205879,66.44496956,-106.2370284,581.8837224,586.7659073,586.7756571,-86.50392984,1803.434758,NOM
0.801,79.80997358,91.62677277,-171.4367464,570.7854909,586.7653155,596.9967612,-188.3499798,1802.405907,NOM
0.8015,93.78678052,92.26157837,-186.0483589,570.786136,586.7641374,596.9959891,-293.4170512,1799.922079,NOM
0.802,75.57030155,77.60330597,-153.1736075,570.7888404,586.7618053,596.9950415,-335.5251554,1795.762631,NOM
0.8025,80.32346199,60.48695975,-140.8104217,570.7917661,586.7593578,596.9951733,-347.8195794,1791.081463,NOM
0.803,108.3098739,36.60670476,-144.9165787,570.794583,586.7571617,596.9963984,-366.8852731,1786.629452,NOM
0.8035,158.8944887,2.285471686,-161.1799604,570.7972494,586.7551623,596.998636,-426.2581275,1782.127927,NOM
0.804,159.6810546,-4.170650555,-155.5104041,570.7996111,581.8562641,602.3398859,-491.5825817,1776.877397,NOM
0.8045,114.1001892,22.98694971,-137.0871389,570.8017713,581.8558565,602.34274,-498.0245579,1770.606693,NOM
0.805,90.61388462,28.37805579,-118.9919404,570.8039436,581.8559058,602.3448504,-449.1518624,1764.223754,NOM
0.8055,85.54361109,11.32189394,-96.86550503,570.80569,581.8559192,602.3468397,-384.3955214,1758.775807,NOM
0.806,94.9165591,-27.99889046,-66.91766864,570.8071007,581.8558463,602.3486262,-341.3194195,1754.431117,NOM
0.8065,114.5981316,-88.66433823,-25.93379333,581.9017261,570.7580603,602.3501938,-353.1456351,1750.695515,NOM
0.807,110.6325645,-98.0962957,-12.53626885,581.9012522,570.7594611,602.3511876,-372.8226332,1746.689441,NOM
0.8075,92.26640641,-59.58766797,-32.67873845,581.9003909,570.7626798,602.35107,-337.3559404,1742.120917,NOM
0.808,73.26361187,-41.75378192,-31.50982995,581.9003022,570.7658463,602.3508515,-264.3720645,1737.929018,NOM
0.8085,49.57312505,-41.03191534,-8.541209717,581.9007627,570.7686743,602.3507971,-192.1534709,1734.937537,NOM
0.809,17.6637831,-53.60387389,35.94009079,581.9014988,570.7711922,602.35084,-156.3948019,1733.032093,NOM
0.8095,15.71365532,-45.68073588,29.96708056,586.801608,570.7734123,597.0157649,-150.446953,1731.548955,NOM
0.81,49.12161454,-26.52916195,-22.59245259,586.8012173,570.7755625,597.0164873,-111.2919642,1729.919235,NOM
0.8105,62.59693576,-10.11449393,-52.48244183,586.7993047,570.7779421,597.0169407,-18.37149059,1728.579013,NOM
0.811,54.99209116,7.80809327,-62.80018443,586.7966077,570.7801933,597.0163232,89.42206819,1728.546175,NOM
0.8115,25.93458812,31.07324302,-57.00783114,586.7933334,570.782308,597.0144024,174.3163677,1730.120915,NOM
0.812,-24.26512084,63.08393465,-38.81881381,586.7897372,581.8774131,586.7859394,201.9561661,1732.797712,NOM
0.8125,-23.6551089,65.60821568,-41.95310678,586.7858151,581.8778405,586.7829313,190.9600424,1735.66767,NOM
0.813,23.87442895,33.2145627,-57.08899165,586.7813065,581.8776185,586.7804677,205.8266345,1738.064565,NOM
0.8135,49.06898514,21.17596476,-70.2449499,586.777451,581.8776466,586.777009,257.2082703,1740.408258,NOM
0.814,55.07017055,30.64489575,-85.7150663,586.7745971,581.8774606,586.7725932,308.1750604,1743.519573,NOM
0.8145,45.42933159,61.98300778,-107.4123394,586.7727885,581.8766064,586.7676038,323.2457214,1747.457107,NOM
0.815,53.76277505,43.8293582,-97.59213325,581.0131815,586.7739717,586.762481,285.745606,1751.571941,NOM
0.8155,70.68973066,-19.37792978,-51.31180089,581.0135825,586.7698662,586.7578533,261.2626186,1755.024787,NOM
0.816,82.57622453,-58.01691339,-24.55931114,581.0141836,586.7634204,586.7543407,295.7127225,1757.871533,NOM
0.8165,94.03825373,-74.93950562,-19.09874811,581.0138475,586.7555872,586.7518011,351.8424916,1761.207119,NOM
0.817,109.3690122,-73.52303428,-35.84597797,581.0121138,586.7469039,586.7502615,392.2402394,1765.564352,NOM
0.8175,132.4633769,-57.53076297,-74.93261391,581.0086239,586.7379105,586.7498036,381.8877098,1770.533063,NOM
0.818,125.4822814,-60.7131925,-64.76908893,586.7633765,586.7292536,581.8523639,323.3137174,1775.284157,NOM
0.8185,83.30135334,-73.7268053,-9.574548044,586.7549732,586.7216419,581.8530786,283.5710781,1779.033043,NOM
0.819,61.9444036,-83.37408957,21.42968597,586.7438723,586.7157076,581.8533268,291.0970445,1782.019636,NOM
0.8195,62.95798273,-94.38194834,31.42396561,586.7314155,586.711256,581.852119,308.8471427,1785.208388,NOM
0.82,86.98926603,-111.0986531,24.10938702,586.7183266,586.7083818,581.8490636,300.3664272,1788.891052,NOM
0.8205,62.88057508,-96.05905926,33.17848418,586.7054274,580.9478774,586.7428383,238.5132394,1792.533403,NOM
0.821,-4.744921266,-44.48989104,49.2348123,586.6936428,580.947904,586.7346226,189.9125665,1795.280776,NOM
0.8215,-46.43698031,-13.01323658,59.45021689,586.6838141,580.9483692,586.723641,211.0260394,1797.129403,NOM
0.822,-65.15950734,-3.626154583,68.78566192,586.6759396,580.9481143,586.7110985,263.3800028,1799.30911,NOM
0.8225,-64.46964569,-17.38668841,81.8563341,586.6700007,580.9467154,586.6978407,307.8032797,1802.529775,NOM
0.823,-48.3499456,-54.48398747,102.8339331,586.666165,580.9439021,586.6845567,307.2634067,1806.467065,NOM
0.8235,-50.66134706,-43.34226957,94.00361664,581.7659385,586.699718,586.6720233,258.8420806,1810.350455,NOM
0.824,-62.05464246,11.79253205,50.26211041,581.7653701,586.6930417,586.6609893,229.4791561,1813.387388,NOM
0.8245,-70.00189172,41.9521896,28.04970211,581.7654327,586.6843254,586.6521141,251.1962905,1815.787974,NOM
0.825,-79.46609634,50.48060421,28.98549213,581.7652504,586.6749258,586.6450923,285.0435868,1818.561481,NOM
0.8255,-95.00251721,41.27124771,53.7312695,581.7645633,586.6653858,586.6400607,292.6906489,1822.043805,NOM
0.826,-79.22028075,48.10502904,31.11525171,586.6622896,586.6563264,580.8774022,246.1434175,1825.689706,NOM
0.8265,-27.33050331,61.56318241,-34.23267909,586.659522,586.6483688,580.8761655,211.7690496,1828.623509,NOM
0.827,3.692898909,69.42039596,-73.11329487,586.6553848,586.6421207,580.8760493,244.8361666,1830.823468,NOM
0.8275,11.81074177,76.84759951,-88.65834128,586.6509607,586.637275,580.8761512,305.3156142,1833.490737,NOM
0.828,-4.027710045,88.65122368,-84.62351364,586.6467545,586.6335287,580.8763265,352.7191305,1837.282375,NOM
0.8285,-43.95383856,109.1684031,-65.21456454,586.6429275,586.6310752,580.8765503,349.0750325,1841.803347,NOM
0.829,-36.30558703,100.711396,-64.40580899,586.6397312,581.7313544,586.6371759,297.3042045,1846.20264,NOM
0.8295,14.74042666,58.09787004,-72.8382967,586.6373712,581.7309057,586.6368692,264.8215764,1849.679166,NOM
0.83,40.56963601,38.06143221,-78.63106823,586.6360649,581.7309668,586.6359901,277.3395815,1852.48063,NOM
0.8305,44.78903596,42.16957474,-86.9586107,586.6351343,581.7310856,586.6355716,295.2188683,1855.546572,NOM
0.831,31.58148369,70.96581554,-102.5472992,586.6345292,581.7314122,586.6356578,279.8913314,1859.094434,NOM
0.8315,5.541293274,124.0382236,-129.5795168,596.8554765,570.6355625,586.6362883,196.7888093,1862.491235,NOM
0.832,0.899549944,129.1442116,-130.0437615,596.853961,570.6387717,586.6370153,85.13622969,1864.697785,NOM
0.8325,8.406833148,89.87273407,-98.27956722,596.8526709,570.6451615,586.6370243,14.13614994,1865.167019,NOM
0.833,16.5301178,74.11383987,-90.64395766,596.852866,570.6527268,586.6373479,-22.0227442,1864.618361,NOM
0.8335,30.34178073,77.69739373,-108.0391745,596.8547208,570.6615541,586.6373731,-61.56101194,1863.880753,NOM
0.834,54.30680882,95.98674295,-150.2935518,596.8584305,570.6710432,586.6373974,-140.4040994,1862.879169,NOM
0.8345,50.63232183,94.70906155,-145.3413834,602.2019411,570.6807863,581.7391579,-239.2534319,1860.916325,NOM
0.835,13.86793256,83.05346787,-96.92140043,602.2089222,570.6903362,581.7391726,-290.120895,1857.539028,NOM
0.8355,0.583612312,72.48812179,-73.0717341,602.2167937,570.6993962,581.7392784,-281.1487531,1853.435248,NOM
0.836,11.87885245,57.90060229,-69.77945474,602.2260964,570.706907,581.7394284,-253.3763084,1849.725067,NOM
0.8365,47.79220456,34.78748461,-82.57968917,602.2362983,570.7126825,581.7401124,-246.4865684,1846.703648,NOM
0.837,107.4253406,-0.686065137,-106.7392755,602.2468651,581.8109321,570.6449582,-295.796597,1843.876752,NOM
0.8375,118.0991773,-10.12339454,-107.9757827,602.2568303,581.8120384,570.6495644,-353.0662163,1840.336695,NOM
0.838,83.02024152,12.50825139,-95.5284929,602.2649154,581.8116911,570.6579428,-352.9484497,1835.777708,NOM
0.8385,69.9666302,11.45496613,-81.42159634,602.2718302,581.8116503,570.6678411,-314.1837706,1831.172757,NOM
0.839,74.76926145,-13.75655618,-61.01270526,602.2770384,581.8124087,570.6790083,-277.292411,1827.37317,NOM
0.8395,92.94381106,-62.64195711,-30.30185395,602.2807272,581.8144121,570.6906951,-279.8022113,1824.244702,NOM
0.84,90.34708815,-62.93370461,-27.41338354,596.9469767,586.7169295,570.7022771,-300.8755608,1821.07517,NOM
0.8405,76.23208058,-18.23030392,-58.00177666,596.9482076,586.7214258,570.713184,-276.280394,1817.419012,NOM
0.841,62.91086807,3.174744966,-66.08561303,596.948666,586.7264864,570.7230738,-200.2832497,1813.945745,NOM
0.8415,45.67866605,5.061986468,-50.74065252,596.9483746,586.7326407,570.7309546,-114.5790607,1811.652293,NOM
0.842,20.38163774,-8.412032213,-11.96960552,596.9479226,586.7393534,570.7369177,-58.87242699,1810.688702,NOM
0.8425,-16.55472746,-32.85544174,49.4101692,586.7232428,586.7462722,581.8345187,-68.2250136,1810.448005,NOM
0.843,-26.67433697,-34.20182465,60.87616163,586.7254566,586.7524726,581.8355116,-97.11597974,1809.916624,NOM
0.8435,-4.03045533,-21.77083474,25.80129007,586.7307427,586.7568875,581.8351014,-81.06553378,1808.652093,NOM
0.844,-4.155278491,-8.231466929,12.38674542,586.7370752,586.7603103,581.8350528,-36.76579287,1807.462577,NOM
0.8445,-27.66526059,10.90996402,16.75529657,586.7441577,586.7626045,581.8357971,-3.156855677,1807.070117,NOM
0.845,-74.2802222,39.59794557,34.68227663,586.7515166,586.7639511,581.83767,-16.2632993,1807.247445,NOM
0.8455,-71.9570042,39.78603169,32.17097251,586.7587224,581.0051632,586.7400266,-58.0686243,1807.204505,NOM
0.846,-24.49689575,5.978168286,18.51872746,586.7654354,581.0055778,586.7437722,-63.16206709,1806.383731,NOM
0.8465,-0.486630559,-5.839382957,6.326013516,586.7715346,581.0058942,586.7476217,-20.77612137,1805.330901,NOM
0.847,3.673719357,5.444530856,-9.118250213,586.7762121,581.0058866,586.7521202,29.54738011,1805.003163,NOM
0.8475,-7.987732008,40.01728066,-32.02954865,586.7796531,581.0059326,586.7568087,49.82572917,1805.559502,NOM
0.848,-31.15687124,97.23649936,-66.07962812,586.7816347,581.0063068,586.7614551,6.278862793,1806.405244,NOM
0.8485,-31.78465149,104.7266016,-72.94195008,581.8852793,586.7676839,586.765683,-58.29836906,1806.55183,NOM
0.849,-19.16071198,65.97009135,-46.80937937,581.8860104,586.7680998,586.7693679,-77.95087384,1805.546645,NOM
0.8495,-5.965302449,49.26856013,-43.30325768,581.8862048,586.7677095,586.7726312,-64.25452701,1804.181397,NOM
0.85,12.35917794,50.79304927,-63.15222721,581.885695,586.7673157,586.7749247,-55.14001374,1803.247814,NOM
0.8505,39.82322159,66.34258386,-106.1658054,581.8847473,586.7667904,586.7764754,-86.09897021,1802.622095,NOM
0.851,79.85029209,91.47764164,-171.3279337,570.7864781,586.7661098,596.9975573,-187.6532026,1801.599496,NOM
0.8515,93.81768829,92.06930454,-185.8869928,570.7870729,586.7648464,596.9967818,-292.4839666,1799.125536,NOM
0.852,75.57603744,77.37134719,-152.9473846,570.7897064,586.7624391,596.9958357,-334.423899,1794.978989,NOM
0.8525,80.28275892,60.2330017,-140.5157606,570.7925424,586.7599316,596.9959667,-346.5266291,1790.312399,NOM
0.853,108.2039229,36.35205859,-144.5559815,570.7952556,586.7576939,596.9971811,-365.3592172,1785.876845,NOM
0.8535,158.7082751,2.053701836,-160.7619769,570.7978117,586.7556709,596.9993913,-424.4476243,1781.3947,NOM
0.854,159.403984,-4.357337953,-155.0466461,570.8000651,581.8567676,602.3405938,-489.630736,1776.167193,NOM
0.8545,113.7255792,22.86352089,-136.5891001,570.802127,581.85636,602.3433751,-496.0771431,1769.921504,NOM
0.855,90.14411398,28.33948705,-118.483601,570.8042174,581.8564097,602.3453909,-447.1523725,1763.562673,NOM
0.8555,84.9872696,11.38588929,-96.37315889,570.8059029,581.8564156,602.3472688,-382.2653335,1758.138584,NOM
0.856,94.2880246,-27.81947873,-66.46854587,570.8072746,581.8563198,602.3489346,-338.9689164,1753.81965,NOM
0.8565,113.9170234,-88.36225428,-25.55476911,581.9018758,570.7584893,602.3503809,-350.4871554,1750.112901,NOM
0.857,109.9208313,-97.67009015,-12.25074115,581.9013963,570.7598256,602.3512618,-370.057243,1746.139891,NOM
0.8575,91.54539957,-59.04101214,-32.50438743,581.9005368,570.7629573,602.3510472,-334.6752309,1741.606229,NOM
0.858,72.56347654,-41.09900781,-31.46446873,581.900449,570.7660181,602.3507528,-261.672514,1737.446981,NOM
0.8585,48.9240613,-40.28710892,-8.636952382,581.9009008,570.7687285,602.3506454,-189.3189833,1734.48723,NOM
0.859,17.09471515,-52.7920134,35.69729825,581.9016124,570.771125,602.3506574,-153.3110433,1732.615745,NOM
0.8595,15.24986362,-44.82734511,29.57748149,586.8016756,570.7732286,597.01557,-147.3448121,1731.170232,NOM
0.86,48.7829642,-25.66001156,-23.12295264,586.8012174,570.7752749,597.0162903,-108.3947458,1729.579039,NOM
0.8605,62.40172358,-9.261852882,-53.1398707,586.7992182,570.7775692,597.0167446,-15.55421717,1728.273518,NOM
0.861,54.95250834,8.612374837,-63.56488318,586.7964202,570.7797569,597.0161232,92.29863578,1728.273095,NOM
0.8615,26.0564326,31.79901762,-57.85545023,586.7930377,570.78183,597.0141871,177.3902302,1729.881701,NOM
0.862,-23.98253294,63.70374251,-39.72120957,586.7893336,581.8769141,586.7856956,205.3487369,1732.595549,NOM
0.8625,-23.21890469,66.09899794,-42.88009324,586.7853113,581.8773324,586.7826405,194.418346,1735.507185,NOM
0.863,24.45102809,33.55892352,-58.0099516,586.7807168,581.8771094,586.7801132,209.1094103,1737.947267,NOM
0.8635,49.76589962,21.36084779,-71.1267474,586.7767933,581.8771378,586.7765775,260.4421213,1740.33054,NOM
0.864,55.86243163,30.66417402,-86.52660565,586.7738909,581.8769472,586.7720765,311.4896519,1743.47941,NOM
0.8645,46.28835237,61.83748053,-108.1258329,586.7720518,581.8760789,586.7669999,326.7585748,1747.456218,NOM
0.865,54.65750362,43.52653447,-98.18403809,581.0124275,586.7734153,586.7617939,289.2120636,1751.613465,NOM
0.8655,71.58763392,-19.82401505,-51.76361887,581.0128233,586.7692702,586.7570922,264.4450048,1755.10887,NOM
0.866,83.44500334,-58.58631088,-24.85869245,581.013424,586.7627743,586.7535191,298.728078,1757.993324,NOM
0.8665,94.84810762,-75.60770458,-19.24040304,581.0130874,586.7548844,586.7509339,354.8147606,1761.363203,NOM
0.867,110.0938964,-74.26242278,-35.83147362,581.0113491,586.7461419,586.7493635,395.2849878,1765.754913,NOM
0.8675,133.0817993,-58.311923,-74.76987634,581.0078485,586.7370913,586.7488872,385.0983708,1770.759706,NOM
0.868,125.977425,-61.50537422,-64.47205079,586.7625809,586.7283827,581.8514361,326.4665674,1775.54955,NOM
0.8685,83.66117173,-74.49814975,-9.163021984,586.7541536,586.7207274,581.852148,286.4558723,1779.337053,NOM
0.869,62.16507099,-84.09754994,21.93247895,586.7430254,586.7147595,581.8523961,293.8115516,1782.357727,NOM
0.8695,63.04240905,-95.03463982,31.99223078,586.7305406,586.710284,581.8511885,311.4861334,1785.577271,NOM
0.87,86.94642624,-111.6627755,24.71634924,586.7174254,586.7073943,581.8481323,303.0091598,1789.290409,NOM
0.8705,62.72487413,-96.52117948,33.79630535,586.7045037,580.946878,586.7419031,240.9932941,1792.963843,NOM
0.871,-4.993743046,-44.84048438,49.83422743,586.6927013,580.9469001,586.7336854,192.0745921,1795.74083,NOM
0.8715,-46.75760008,-13.25190053,60.00950061,586.6828601,580.9473638,586.7227031,212.9537277,1797.61428,NOM
0.872,-65.52919785,-3.758418909,69.28761676,586.6749776,580.9471099,586.7101631,265.1539342,1799.815086,NOM
0.8725,-64.86584221,-17.42310862,82.28895083,586.6690337,580.9457145,586.6969115,309.4898407,1803.055513,NOM
0.873,-48.75153741,-54.43901162,103.190549,586.6651946,580.9429083,586.6836377,308.9069066,1807.012002,NOM
0.8735,-51.04781389,-43.23349607,94.28130997,581.7649625,586.6987351,586.6711173,260.3363598,1810.914473,NOM
0.874,-62.4048831,11.94439161,50.4604915,581.7643921,586.6920774,586.6600976,230.7321469,1813.96897,NOM
0.8745,-70.30539485,42.12815271,28.17724213,581.7644545,586.6833872,586.6512367,252.2580881,1816.383606,NOM
0.875,-79.71744274,50.66290048,29.05454226,581.7642756,586.6740211,586.644227,285.9516856,1819.168331,NOM
0.8755,-95.20142013,41.44457128,53.75684885,581.7635981,586.6645207,586.6392037,293.4648238,1822.660336,NOM
0.876,-79.36943484,48.25525403,31.11418081,586.6613417,586.6555042,580.8765468,246.7481993,1826.314544,NOM
0.8765,-27.4340118,61.67579926,-34.24178745,586.6586035,586.6475897,580.8753105,212.1806829,1829.254749,NOM
0.877,3.622696273,69.49266158,-73.11535785,586.654508,586.6413819,580.8751934,245.0789179,1831.458593,NOM
0.8775,11.75911833,76.88166792,-88.64078625,586.6501371,586.6365703,580.8752968,305.398275,1834.12759,NOM
0.878,-4.076587966,88.65386732,-84.57727936,586.6459936,586.6328492,580.8754798,352.6330873,1837.91919,NOM
0.8785,-44.01560114,109.1504141,-65.13481296,586.6422349,586.6304114,580.8757215,348.7959881,1842.438161,NOM
0.879,-36.39484429,100.6849125,-64.29006824,586.6391074,581.7306955,586.6363786,296.8606812,1846.833099,NOM
0.8795,14.60999456,58.07435395,-72.6843485,586.6368121,581.7302478,586.6361192,264.2526215,1850.303162,NOM
0.88,40.39053013,38.05818829,-78.44871841,586.6355617,581.7303088,586.6353029,276.6271829,1853.096836,NOM
