time,Ia,Ib,Ic,Vab,Vbc,Vca,Torque,Speed,Category
1.7905,78.11081814,110.5309214,-188.6417395,298.4524557,522.232906,513.4955826,-260.6472086,1782.31242,PTP
1.791,30.94603828,151.2918203,-182.2378586,298.4525837,522.2344467,513.4983911,-43.06340356,1779.694236,PTP
1.7915,-16.40895617,176.1390679,-159.7301117,298.4524735,522.2360511,513.500851,177.7877493,1780.196594,PTP
1.792,-67.00754598,187.8448941,-120.8373481,298.452178,522.2376068,513.5030684,367.7655034,1783.568756,PTP
1.7925,-123.6032474,189.3836506,-65.78040317,293.3431492,527.4450186,524.9248216,496.1813855,1789.227977,PTP
1.793,-150.2002384,188.3529666,-38.15272819,293.3430313,527.4451237,524.9249473,522.7518776,1796.235593,PTP
1.7935,-146.1677619,179.064284,-32.89652212,293.3433786,527.443772,524.9240609,476.1683631,1803.192727,PTP
1.794,-157.8400659,169.5970262,-11.75696024,293.3437509,527.4426176,524.923512,402.2633375,1808.985759,PTP
1.7945,-186.154569,163.4414936,22.71307532,293.3441719,527.4416609,524.9233057,287.7377326,1813.459851,PTP
1.795,-231.3583298,163.8177033,67.54062645,293.3446196,527.4410352,524.923495,122.4060465,1816.403724,PTP
1.7955,-222.0512969,132.1160385,89.93525838,293.3451036,524.008486,527.4096502,-74.03364942,1817.131597,PTP
1.796,-162.7759529,62.41064901,100.3653039,293.345659,524.008497,527.409959,-233.9815172,1815.211419,PTP
1.7965,-122.861682,10.52341988,112.3382621,293.3463863,524.0084318,527.4096498,-320.8903655,1811.196424,PTP
1.797,-99.52238277,-22.51401608,122.0363989,293.3469653,524.0081543,527.4093627,-350.8720767,1806.361971,PTP
1.7975,-89.58419087,-36.47413361,126.0583245,293.3474918,524.0076465,527.4089714,-342.8936297,1801.605719,PTP
1.798,-89.6602025,-31.84373958,121.5039421,293.3477885,524.0070762,527.4086696,-316.9961276,1797.284602,PTP
1.7985,-63.74545316,-55.55920521,119.3046584,290.8973921,529.8128969,530.0142625,-227.1900166,1793.499289,PTP
1.799,-16.68073738,-108.499466,125.1802034,290.8975914,529.8114966,530.0134871,-57.4401771,1790.893002,PTP
1.7995,28.40812647,-143.6731354,115.2650089,290.8976554,529.8092941,530.0124424,135.5900124,1790.694444,PTP
1.8,74.85738315,-163.7066384,88.84925527,290.8974783,529.807086,530.0114622,317.2946647,1793.277133,PTP
1.8005,125.7001998,-171.4916331,45.7914333,290.8971032,529.80497,530.0106756,455.3238578,1798.167602,PTP
1.801,183.6603989,-170.1324935,-13.52790531,285.3516881,534.8949148,540.7233512,521.2795311,1804.637907,PTP
1.8015,212.662198,-167.3201452,-45.34205281,285.3515344,534.8919518,540.7216305,488.1807611,1811.634623,PTP
1.802,211.9403732,-157.4125015,-54.52787177,285.3517678,534.888117,540.7196572,387.9352791,1817.805882,PTP
1.8025,227.6981852,-148.690807,-79.00737819,285.3520723,534.8848941,540.7185605,258.8017279,1822.189185,PTP
1.803,260.6271497,-144.6625678,-115.9645818,285.3523774,534.8825288,540.7184084,89.69449578,1824.630208,PTP
1.8035,310.6770907,-148.4891144,-162.1879763,285.3527371,534.8808367,540.7190806,-127.2230531,1824.880207,PTP
1.804,306.1212959,-121.3964093,-184.7248866,285.3531171,532.3615082,543.8314698,-353.6677261,1822.302389,PTP
1.8045,251.1699848,-57.21225612,-193.9577287,285.3535848,532.3615771,543.8331071,-521.5234494,1816.736339,PTP
1.805,214.7852224,-11.53694926,-203.2482732,285.3542452,532.3618842,543.8343679,-610.7542809,1809.10999,PTP
1.8055,193.9174057,14.9522763,-208.869682,285.3548338,532.3623591,543.8358358,-638.6125271,1800.768452,PTP
1.806,185.213885,22.38688638,-207.6007714,285.3553417,532.3630189,543.8374875,-625.0308421,1792.563895,PTP
1.8065,185.1942961,11.58973082,-196.7840269,290.9062312,520.9790023,538.6692158,-590.7299695,1784.887982,PTP
1.807,157.8221805,29.78849124,-187.6106718,290.9061379,520.9815766,538.6720913,-481.9532295,1777.86904,PTP
1.8075,107.9458907,78.10447339,-186.0503641,290.9058939,520.9858474,538.6754841,-285.2125918,1772.272368,PTP
1.808,58.91551012,109.7152612,-168.6307713,290.9058702,520.9903023,538.6785846,-67.29333403,1769.468753,PTP
1.8085,7.614368187,127.3323974,-134.9467656,290.9060589,520.9947024,538.6813767,136.9479435,1769.791411,PTP
1.809,-48.73913043,133.8590312,-85.11990081,290.9064451,520.998924,538.6836945,295.4822802,1772.678373,PTP
1.8095,-74.20399341,136.8559904,-62.65199703,293.3547499,518.4316504,533.2068507,357.4146297,1777.375943,PTP
1.81,-68.22781336,130.6332053,-62.40539199,293.3552706,518.435716,533.2086789,348.8415019,1782.539819,PTP
1.8105,-77.18184977,123.062562,-45.88071223,293.3556884,518.4397724,533.2101441,322.3004452,1787.024645,PTP
1.811,-102.1347928,117.5666185,-15.43182576,293.3561062,518.4430521,533.2107106,262.4535514,1790.771733,PTP
1.8115,-143.5124772,117.3332556,26.1792216,293.3565377,518.445452,533.2103888,156.6954141,1793.69712,PTP
1.812,-201.0929473,125.2079893,75.88495799,293.3569697,524.7316866,527.6594558,-4.012836756,1795.161262,PTP
1.8125,-203.0512117,102.2369909,100.8142207,293.3572264,524.7319751,527.6589177,-178.6323244,1794.43305,PTP
1.813,-153.5243978,42.15698763,111.3674102,293.3570041,524.7321091,527.6596412,-301.612166,1791.292552,PTP
1.8135,-121.6636165,0.170015778,121.4936007,293.3567873,524.7324725,527.6604569,-359.677085,1786.601179,PTP
1.814,-104.5455296,-23.13364678,127.6791764,293.3566415,524.7329185,527.6611755,-370.2115134,1781.52507,PTP
1.8145,-98.96368433,-27.9042515,126.8679358,293.3565525,524.7333907,527.6618221,-352.505482,1776.710807,PTP
1.815,-69.00492624,-60.75273102,129.7576573,290.4752968,530.0015833,530.2081735,-270.9775267,1772.391709,PTP
1.8155,-19.50427918,-122.2602329,141.7645121,290.4754554,530.0012277,530.2082162,-107.5669822,1769.214441,PTP
1.816,26.24355171,-165.1575798,138.9140281,290.4756142,530.0000504,530.2079287,93.84231934,1768.368732,PTP
1.8165,71.59145452,-191.820388,120.2289334,290.4755545,529.9987117,530.2077098,298.48504,1770.415878,PTP
1.817,119.6241475,-204.9110515,85.28690402,290.4752499,529.9973502,530.2075497,472.9846155,1775.132467,PTP
1.8175,173.1541641,-207.3209749,34.16681079,290.4746845,529.9960792,530.2075951,587.0720232,1781.95112,PTP
1.818,196.2775294,-206.6114578,10.33392849,293.3522679,527.449702,524.9443127,597.3569453,1789.951465,PTP
1.8185,188.4743734,-197.0970514,8.622677975,293.3509699,527.4493271,524.9448645,532.5652747,1797.713772,PTP
1.819,196.172593,-186.8010117,-9.3715813,293.3492736,527.449649,524.9455226,441.8970572,1804.082931,PTP
1.8195,220.4369387,-179.2509223,-41.18601647,293.347379,527.4499765,524.9457052,312.4635533,1808.921566,PTP
1.82,261.6402324,-177.7282972,-83.91193522,293.3453828,527.4503134,524.9453596,134.2872818,1812.060651,PTP
1.8205,248.4975196,-143.7154228,-104.7820968,293.3434087,524.0187334,527.4301188,-77.86405962,1812.841484,PTP
1.821,185.6468332,-71.39904442,-114.2477887,293.3416474,524.018931,527.4278591,-255.7127753,1810.799038,PTP
1.8215,142.5249621,-16.67155954,-125.8534026,293.3402952,524.0184843,527.4241066,-356.5978095,1806.430993,PTP
1.822,116.4144502,19.32719134,-135.7416416,293.3392048,524.0170973,527.4194587,-396.0224356,1801.063608,PTP
1.8225,104.1895004,36.26963939,-140.4591398,293.3383204,524.014875,527.4142758,-392.6807159,1795.685149,PTP
1.823,102.4969273,34.55226573,-137.049193,293.3377704,524.011826,527.4086869,-366.646259,1790.713553,PTP
1.8235,75.34137955,61.02536157,-136.3667411,290.8866178,529.8144385,530.0089382,-275.2926586,1786.3081,PTP
1.824,27.54650279,116.4898109,-144.0363137,290.886543,529.8095445,530.0029959,-102.0944371,1783.128653,PTP
1.8245,-17.71656989,153.8798601,-136.1632902,290.8865718,529.8036464,529.9971383,100.0418005,1782.406531,PTP
1.825,-63.79032152,175.7521355,-111.961814,290.8865237,529.7976504,529.9918617,296.1145481,1784.585709,PTP
1.8255,-113.7220571,184.9304827,-71.20842557,290.886373,529.7918249,529.9874346,453.1275402,1789.277952,PTP
1.826,-131.8394987,188.9183744,-57.07887572,293.3338229,527.1808806,524.1812337,509.131999,1795.808042,PTP
1.8265,-117.871757,181.9859657,-64.11420875,293.3332452,527.1767035,524.1791994,488.6032496,1802.773303,PTP
1.827,-118.5682662,172.2420366,-53.6737704,293.3323881,527.1738347,524.1783009,452.3341308,1808.890454,PTP
1.8275,-135.334599,163.2969541,-27.96235509,293.3314305,527.1716468,524.1779016,384.687109,1814.117728,PTP
1.828,-168.9112876,158.5783196,10.33296806,293.3305055,527.1699077,524.1778471,272.4876973,1818.443449,PTP
1.8285,-219.3529215,161.2054382,58.14748328,293.3296007,527.1689126,524.1782135,105.9560009,1821.24251,PTP
1.829,-215.082406,132.4448119,82.63759414,293.3287901,524.6899053,527.6180007,-85.59823987,1821.787778,PTP
1.8295,-160.4825161,66.21283984,94.26967628,293.3281639,524.6899431,527.6182683,-234.8170232,1819.72227,PTP
1.83,-124.7081729,18.20775943,106.5004134,293.3278447,524.689959,527.6178192,-315.0801778,1815.726339,PTP
1.8305,-104.8482997,-10.71495449,115.5632542,293.3275589,524.6899225,527.6173805,-342.991965,1811.025154,PTP
1.831,-97.63659988,-20.49960126,118.1362011,293.3273622,524.6898455,527.6169358,-337.645268,1806.402499,PTP
1.8315,-99.6207072,-11.79544599,111.4161532,298.4413663,513.2614306,522.4098363,-318.8626626,1802.156251,PTP
1.832,-74.76590631,-31.69430159,106.4602079,298.4409665,513.2629757,522.4105786,-234.8113521,1798.332816,PTP
1.8325,-27.91982065,-81.21776375,109.1375844,298.4406296,513.2662825,522.4119419,-70.24274395,1795.592958,PTP
1.833,17.8096624,-113.5023259,95.6926635,298.440681,513.2697016,522.4133403,111.8782447,1795.207107,PTP
1.8335,65.71544401,-131.2817692,65.56632515,298.4411151,513.2732519,522.4144612,277.4421125,1797.475712,PTP
1.834,118.7663725,-137.5374155,18.77104296,298.4419221,513.2767342,522.4155515,394.9624757,1801.825255,PTP
1.8345,141.162585,-139.8803838,-1.282201191,301.110123,510.7113319,517.1329429,415.4120636,1807.478621,PTP
1.835,132.4568329,-132.6360924,0.179259531,301.1114287,510.7147849,517.133862,365.9582842,1813.089163,PTP
1.8355,139.2192167,-124.0776209,-15.14159581,301.1128079,510.7182597,517.1346577,299.0600979,1817.529876,PTP
1.836,162.576602,-117.8077589,-44.76884319,301.1143576,510.7208879,517.1348427,200.3760383,1820.754724,PTP
1.8365,202.9527554,-117.1725627,-85.78019272,301.1159723,510.7227706,517.1345738,58.26511383,1822.697432,PTP
1.837,260.063654,-125.1368873,-134.9267667,301.1176074,516.9370517,510.9066696,-135.3530152,1822.754071,PTP
1.8375,261.9875306,-102.7334143,-159.2541164,301.1190313,516.9370856,510.9070742,-333.7238434,1820.240395,PTP
1.838,212.7746554,-43.59110471,-169.1835507,301.1198427,516.9373112,510.9095261,-470.4664086,1815.051526,PTP
1.8385,181.2872734,-3.085058,-178.2022154,301.1205928,516.9380337,510.9123786,-536.4043404,1808.202223,PTP
1.839,164.4198308,18.29914723,-182.718978,301.1211457,516.9393573,510.9157543,-549.5087412,1800.933885,PTP
1.8395,158.8032729,20.85208989,-179.6553628,301.1216307,516.9411571,510.9193511,-529.8074013,1793.93193,PTP
1.84,128.4262681,51.35144846,-179.7777166,298.4522014,522.2308758,513.4922744,-439.0500357,1787.480667,PTP
1.8405,78.09483747,110.5401098,-188.6349473,298.4524496,522.2328964,513.4955715,-260.6184326,1782.308707,PTP
1.841,30.93055694,151.303242,-182.2337989,298.4525776,522.2344361,513.498379,-43.03731156,1779.690836,PTP
1.8415,-16.42339624,176.1523158,-159.7289196,298.4524674,522.2360395,513.5008381,177.8146293,1780.19347,PTP
1.842,-67.02044829,187.8595017,-120.8390534,298.4521719,522.2375943,513.5030549,367.7964418,1783.565937,PTP
1.8425,-123.6141725,189.3991052,-65.78493277,293.3431429,527.4450052,524.9248077,496.2191923,1789.225532,PTP
1.843,-150.2088204,188.3687307,-38.15991035,293.3430249,527.4451096,524.9249332,522.7948417,1796.233623,PTP
1.8435,-146.1737228,179.0798145,-32.9060917,293.3433719,527.4437574,524.9240466,476.2140987,1803.191312,PTP
1.844,-157.8432218,169.6117669,-11.76854515,293.3437438,527.4426027,524.9234977,402.3127519,1808.98492,PTP
1.8445,-186.1548508,163.4549237,22.69992719,293.3441645,527.4416457,524.9232914,287.7914161,1813.459618,PTP
1.845,-231.3557882,163.829361,67.52642723,293.3446118,527.4410199,524.9234807,122.4641691,1816.404154,PTP
1.8455,-222.0461004,132.1255415,89.92055884,293.3450955,524.0084706,527.4096358,-73.97686774,1817.132747,PTP
1.846,-162.7683836,62.41770968,100.3506739,293.3456506,524.0084816,527.4099445,-233.9315425,1815.213273,PTP
1.8465,-122.8521169,10.52786705,112.3242499,293.3463777,524.0084164,527.4096351,-320.8465509,1811.198866,PTP
1.847,-99.51126697,-22.51223017,122.0234971,293.3469565,524.0081389,527.4093477,-350.8333169,1806.364896,PTP
1.8475,-89.57200858,-36.47494116,126.0469497,293.347483,524.007631,527.4089562,-342.8585568,1801.609069,PTP
1.848,-89.64745208,-31.84697113,121.4944232,293.3477796,524.0070606,527.4086542,-316.9633045,1797.288341,PTP
1.8485,-63.73263165,-55.56460652,119.2972382,290.8973831,529.8128812,530.0142469,-227.16083,1793.503398,PTP
1.849,-16.66833087,-108.5067129,125.1750437,290.8975825,529.8114808,530.0134714,-57.41533593,1790.897445,PTP
1.8495,28.41970315,-143.6818537,115.2621505,290.8976464,529.8092783,530.0124266,135.6131382,1790.699162,PTP
1.85,74.86777815,-163.7164258,88.84864769,290.8974694,529.8070702,530.0114463,317.3184922,1793.282101,PTP
1.8505,125.7091312,-171.5020766,45.79294536,290.8970943,529.8049543,530.0106597,455.3503977,1798.172844,PTP
1.851,183.6676587,-170.1431837,-13.52447502,285.3516793,534.8948991,540.7233354,521.3102427,1804.64347,PTP
1.8515,212.6676491,-167.3306762,-45.33697285,285.3515256,534.8919362,540.7216147,488.2140374,1811.640569,PTP
1.852,211.9439501,-157.4224715,-54.52147865,285.3517591,534.8881015,540.7196415,387.9691422,1817.812249,PTP
1.8525,227.6999219,-148.6999038,-79.00001814,285.3520637,534.8848787,540.7185448,258.8363969,1822.195971,PTP
1.853,260.6271607,-144.6705434,-115.9566173,285.352369,534.8825135,540.7183926,89.72996642,1824.637412,PTP
1.8535,310.6755619,-148.4957955,-162.1797665,285.3527289,534.8808214,540.7190648,-127.1870277,1824.887839,PTP
1.854,306.1184761,-121.4016802,-184.7167959,285.3531091,532.3614928,543.8314541,-353.6343614,1822.310455,PTP
1.8545,251.1661864,-57.21604643,-193.95014,285.353577,532.3615617,543.8330916,-521.4954658,1816.744807,PTP
1.855,214.7807512,-11.53932513,-203.241426,285.3542375,532.3618689,543.8343527,-610.7310409,1809.118775,PTP
1.8555,193.9125642,14.95117945,-208.8637437,285.3548263,532.3623439,543.8358211,-638.5932203,1800.777483,PTP
1.856,185.2089527,22.38688101,-207.5958337,285.3553343,532.363004,543.8374733,-625.0146243,1792.573127,PTP
1.8565,185.1895146,11.59059579,-196.7801104,290.9062239,520.9789878,538.6692023,-590.716075,1784.897384,PTP
1.857,157.8177614,29.78999308,-187.6077545,290.9061307,520.9815627,538.6720785,-481.9419348,1777.878589,PTP
1.8575,107.9420309,78.10637707,-186.048408,290.9058866,520.9858342,538.675472,-285.2039567,1772.282038,PTP
1.858,58.91228487,109.7173461,-168.629631,290.9058629,520.9902898,538.6785732,-67.28640813,1769.47851,PTP
1.8585,7.611792477,127.3344725,-134.946265,290.9060516,520.9946908,538.6813658,136.9537882,1769.801235,PTP
1.859,-48.74109686,133.8609442,-85.11984734,290.9064379,520.9989132,538.6836841,295.4873267,1772.688256,PTP
1.8595,-74.20542634,136.8576096,-62.65218324,293.3547429,518.4316404,533.2068405,357.4186622,1777.38588,PTP
1.86,-68.22881251,130.634402,-62.40558945,293.3552639,518.4357066,533.2086689,348.8442428,1782.5498,PTP
1.8605,-77.18257466,123.0633366,-45.88076192,293.3556821,518.4397634,533.2101341,322.3018083,1787.034652,PTP
1.861,-102.1354204,117.5670237,-15.43160333,293.3561003,518.4430435,533.2107006,262.4533486,1790.781748,PTP
1.8615,-143.5131882,117.3333913,26.17979691,293.3565324,518.4454435,533.2103788,156.6933924,1793.707124,PTP
1.862,-201.0939122,125.2079949,75.88591728,293.356965,524.7316782,527.659446,-4.016941921,1795.171232,PTP
1.8625,-203.0525848,102.237006,100.8155788,293.3572222,524.7319668,527.6589081,-178.6379314,1794.44296,PTP
1.863,-153.5263247,42.15712318,111.3692016,293.3570004,524.7321008,527.6596321,-301.6184667,1791.302382,PTP
1.8635,-121.6661604,0.170463806,121.4956966,293.356784,524.7324643,527.6604484,-359.6839406,1786.610925,PTP
1.864,-104.5487022,-23.13270635,127.6814086,293.3566384,524.7329105,527.6611679,-370.2189395,1781.534729,PTP
1.8645,-98.96744417,-27.90266343,126.8701076,293.3565497,524.7333832,527.6618154,-352.5136506,1776.720375,PTP
1.865,-69.00919847,-60.75037917,129.7595776,290.4752941,530.0015765,530.208168,-270.9857449,1772.401175,PTP
1.8655,-19.50898087,-122.2570433,141.7660242,290.4754527,530.0012217,530.2082118,-107.5747837,1769.223805,PTP
1.866,26.23861036,-165.1535275,138.9149172,290.4756114,530.0000455,530.2079253,93.83410724,1768.378002,PTP
1.8665,71.58649723,-191.815502,120.2290048,290.4755518,529.9987079,530.2077074,298.4753243,1770.425052,PTP
1.867,119.6194229,-204.9054162,85.28599324,290.4752473,529.9973476,530.207548,472.972137,1775.141522,PTP
1.8675,173.1499361,-207.3147303,34.16479423,290.474682,529.9960776,530.207594,587.0554801,1781.960017,PTP
1.868,196.2740531,-206.6047754,10.33072231,293.3522657,527.4497013,524.9443119,597.3369325,1789.960148,PTP
1.8685,188.471879,-197.0901103,8.618231297,293.350968,527.4493272,524.9448638,532.542718,1797.722191,PTP
1.869,196.1713098,-186.7941012,-9.377208659,293.3492723,527.4496496,524.945522,441.871416,1804.09106,PTP
1.8695,220.4370501,-179.2443561,-41.192694,293.3473782,527.4499774,524.9457045,312.4343862,1808.929374,PTP
1.87,261.6418625,-177.7223977,-83.91946471,293.3453826,527.4503145,524.945359,134.2543311,1812.068092,PTP
1.8705,248.5007275,-143.7104811,-104.7902464,293.3434092,524.0187345,527.4301183,-77.89750575,1812.848511,PTP
1.871,185.6516196,-71.39529144,-114.2563282,293.3416484,524.0189321,527.427859,-255.7433509,1810.805642,PTP
1.8715,142.5312194,-16.66923834,-125.8619811,293.3402967,524.0184855,527.424107,-356.625592,1806.437229,PTP
1.872,116.4219974,19.32790167,-135.7498991,293.3392066,524.0170986,527.4194597,-396.0478597,1801.06953,PTP
1.8725,104.1980942,36.26863094,-140.4667252,293.3383225,524.0148766,527.4142776,-392.7044925,1795.690784,PTP
1.873,102.5062748,34.54950426,-137.055779,293.3377727,524.0118281,527.4086897,-366.669271,1790.718918,PTP
1.8735,75.35116139,61.02088883,-136.3720502,290.8866201,529.8144411,530.0089419,-275.3137127,1786.3132,PTP
1.874,27.55639855,116.4837391,-144.0401376,290.8865454,529.8095479,530.0030006,-102.1128682,1783.133506,PTP
1.8745,-17.70692564,153.8723669,-136.1654412,290.8865741,529.8036507,529.9971438,100.0239729,1782.411175,PTP
1.875,-63.78128734,175.7434557,-111.9621683,290.886526,529.7976556,529.9918679,296.0952113,1784.590157,PTP
1.8755,-113.7139737,184.9209005,-71.20692674,290.8863754,529.791831,529.9874413,453.1046712,1789.282172,PTP
1.876,-131.8326736,188.908205,-57.07553141,293.3338255,527.1808874,524.1812408,509.1063403,1795.81198,PTP
1.8765,-117.8664517,181.9755382,-64.10908649,293.333248,527.176711,524.1792068,488.5760392,1802.776914,PTP
1.877,-118.5647012,172.2317335,-53.66703233,293.3323912,527.1738426,524.1783083,452.3045502,1808.893723,PTP
1.8775,-135.3329268,163.2871605,-27.95423371,293.3314339,527.1716551,524.1779091,384.6544647,1814.120634,PTP
1.878,-168.9115836,158.5694049,10.34217875,293.3305093,527.1699161,524.1778545,272.4515167,1818.445952,PTP
1.8785,-219.3551794,161.1977399,58.15743949,293.3296048,527.1689211,524.1782209,105.9161158,1821.244562,PTP
1.879,-215.0865366,132.4386121,82.64792457,293.3287946,524.6899138,527.6180083,-85.6377627,1821.789334,PTP
1.8795,-160.4883529,66.20834896,94.2800039,293.3281687,524.6899517,527.6182761,-234.8523019,1819.723332,PTP
1.88,-124.7154672,18.20512733,106.5103398,293.3278498,524.6899676,527.6178272,-315.111639,1815.726982,PTP
1.8805,-104.8567472,-10.71566413,115.5724113,293.3275642,524.6899312,527.6173889,-343.0203596,1811.025446,PTP
1.881,-97.645859,-20.4984081,118.1442671,293.3273676,524.6898543,527.6169446,-337.6715418,1806.402475,PTP
1.8815,-99.63041653,-11.79244609,111.4228626,298.4413718,513.2614396,522.4098455,-318.887823,1802.155932,PTP
1.882,-74.77570002,-31.68965877,106.4653588,298.440972,513.262985,522.4105882,-234.8343104,1798.332209,PTP
1.8825,-27.92934142,-81.21169959,109.141041,298.4406351,513.266292,522.4119518,-70.26294228,1795.592084,PTP
1.883,17.80074485,-113.495107,95.6943622,298.4406865,513.2697114,522.4133506,111.858827,1795.206004,PTP
1.8835,65.70742136,-131.2736928,65.56627143,298.4411206,513.273262,522.4144716,277.4216124,1797.474395,PTP
1.884,118.7594907,-137.5287972,18.76930654,298.4419275,513.2767445,522.415562,394.9393029,1801.823697,PTP
1.8845,141.1570409,-139.8715514,-1.285489454,301.1101286,510.7113423,517.1329536,415.3871097,1807.47678,PTP
1.885,132.4527693,-132.6273793,0.174610015,301.1114342,510.7147955,517.1338727,365.9328326,1813.087009,PTP
1.8855,139.2167088,-124.0693334,-15.14737547,301.1128135,510.7182704,517.1346684,299.0336495,1817.527407,PTP
1.886,162.5756579,-117.8001723,-44.77548562,301.1143632,510.7208986,517.1348534,200.3482472,1820.751936,PTP
1.8865,202.9533171,-117.1659094,-85.78740773,301.1159779,510.7227813,517.1345845,58.23583985,1822.694307,PTP
1.887,260.0656028,-125.1313476,-134.9342552,301.1176131,516.9370624,510.9066803,-135.3836739,1822.750589,PTP
1.8875,261.9906912,-102.7291186,-159.2615726,301.1190369,516.9370963,510.9070849,-333.7529445,1820.236538,PTP
1.888,212.7787982,-43.588137,-169.1906612,301.1198484,516.9373219,510.9095366,-470.4913746,1815.047313,PTP
1.8885,181.292152,-3.083410678,-178.2087413,301.1205984,516.9380444,510.9123891,-536.4256933,1808.197722,PTP
1.889,164.4251877,18.29954309,-182.7247308,301.1211513,516.9393679,510.9157647,-549.5271669,1800.929154,PTP
1.8895,158.808856,20.85135377,-179.6602097,301.1216363,516.9411676,510.9193613,-529.8236389,1793.927001,PTP
1.89,128.4318328,51.34973615,-179.781569,298.452207,522.2308862,513.4922843,-439.0635496,1787.475561,PTP
1.8905,78.10014523,110.5376041,-188.6377493,298.4524552,522.2329066,513.4955812,-260.6289876,1782.303453,PTP
1.891,30.93543788,151.3001395,-182.2355773,298.4525832,522.234446,513.4983885,-43.04614597,1779.685473,PTP
1.8915,-16.41906972,176.1488138,-159.7297441,298.452473,522.2360491,513.5008473,177.8064337,1780.188019,PTP
1.892,-67.01676064,187.8557883,-120.8390276,298.4521775,522.2376035,513.5030639,367.7880417,1783.560399,PTP
1.8925,-123.6111664,189.3953517,-65.78418527,293.3431484,527.445014,524.9248164,496.2100291,1789.219897,PTP
1.893,-150.2065059,188.3650993,-38.15859338,293.3430303,527.4451181,524.9249418,522.7854007,1796.227878,PTP
1.8935,-146.1720823,179.0764665,-32.90438422,293.3433771,527.4437656,524.9240552,476.2050028,1803.18545,PTP
1.894,-157.8421872,169.6087869,-11.76659968,293.3437489,527.4426106,524.9235063,402.3039468,1808.978948,PTP
1.8945,-186.1543265,163.452359,22.70196752,293.3441693,527.4416535,524.9232999,287.7829428,1813.453543,PTP
1.895,-231.3556587,163.8272215,67.52843723,293.3446163,527.4410277,524.9234893,122.4561547,1816.39798,PTP
1.8955,-222.046235,132.1238191,89.92241594,293.3450997,524.0084784,527.4096443,-73.98372535,1817.126479,PTP
1.896,-162.768633,62.4163923,100.3522407,293.3456545,524.0084894,527.4099528,-233.9367499,1815.206926,PTP
1.8965,-122.8523633,10.52686847,112.3254948,293.3463814,524.0084242,527.4096432,-320.8503345,1811.192464,PTP
1.897,-99.51141054,-22.51301466,122.0244252,293.34696,524.0081466,527.4093554,-350.8358975,1806.358459,PTP
1.8975,-89.57197529,-36.47562501,126.0476003,293.3474863,524.0076385,527.4089633,-342.8601059,1801.60261,PTP
1.898,-89.64719806,-31.84766684,121.4948649,293.3477829,524.0070678,527.4086607,-316.9639184,1797.281871,PTP
1.8985,-63.73213295,-55.56541434,119.2975473,290.8973864,529.812888,530.0142528,-227.1606293,1793.496926,PTP
1.899,-16.66756882,-108.5077169,125.1752857,290.8975857,529.811487,530.0134766,-57.4144018,1790.890982,PTP
1.8995,28.42067198,-143.6831147,115.2624427,290.8976496,529.8092838,530.0124312,135.6149207,1790.692715,PTP
1.9,74.86886857,-163.7179755,88.8491069,290.8974726,529.807075,530.0114504,317.3214049,1793.27568,PTP
1.9005,125.7102343,-171.503914,45.79367966,290.8970974,529.8049584,530.0106634,455.3548541,1798.166463,PTP
1.901,183.6686482,-170.1452738,-13.52337443,285.3516823,534.8949026,540.7233388,521.3167306,1804.637149,PTP
1.9015,212.6683969,-167.3329656,-45.33543131,285.3515284,534.8919391,540.7216179,488.2223473,1811.634334,PTP
1.902,211.9443373,-157.4249042,-54.51943311,285.3517617,534.888104,540.7196446,387.9789318,1817.806126,PTP
1.9025,227.6998195,-148.7023467,-78.99747284,285.3520659,534.8848809,540.7185479,258.8478762,1822.189976,PTP
1.903,260.6264601,-144.6728437,-115.9536163,285.3523708,534.8825156,540.7183958,89.7432994,1824.631563,PTP
1.9035,310.6741831,-148.49779,-162.1763932,285.3527303,534.8808234,540.7190679,-127.1717665,1824.88216,PTP
1.904,306.1163716,-121.4032223,-184.7131493,285.3531101,532.3614948,543.831457,-353.6187254,1822.304969,PTP
1.9045,251.163335,-57.2170254,-193.9463096,285.3535776,532.3615637,543.8330943,-521.4810392,1816.739519,PTP
1.905,214.7771969,-11.53960729,-203.2375896,285.3542379,532.3618708,543.834355,-610.717815,1809.113662,PTP
1.9055,193.9083923,14.95169625,-208.8600885,285.3548265,532.3623457,543.8358228,-638.5810042,1800.77252,PTP
1.906,185.2042842,22.3882624,-207.5925466,285.3553343,532.3630055,543.8374745,-625.00308,1792.568304,PTP
1.9065,185.1845009,11.59286805,-196.7773689,290.9062238,520.978989,538.6692028,-590.7047676,1784.892693,PTP
1.907,157.8125681,29.79314005,-187.6057082,290.9061305,520.9815634,538.6720782,-481.9314332,1777.874029,PTP
1.9075,107.9368204,78.11034309,-186.0471635,290.9058865,520.9858342,538.6754711,-285.1945176,1772.277601,PTP
1.908,58.90725929,109.722038,-168.6292972,290.9058628,520.9902892,538.6785717,-67.27691676,1769.474182,PTP
1.9085,7.607153969,127.3397625,-134.9469165,290.9060515,520.9946895,538.6813638,136.9645064,1769.797013,PTP
1.909,-48.74515274,133.8666741,-85.12152133,290.9064377,520.9989112,538.6836818,295.500403,1772.684163,PTP
1.9095,-74.20872246,136.8636043,-62.65488187,293.3547426,518.4316379,533.206838,357.4335637,1777.38195,PTP
1.91,-68.23119894,130.6404833,-62.40928433,293.3552634,518.4357037,533.2086662,348.8601872,1782.546062,PTP
